SEXO	EDAD	HORARIO	JORNADA	TiempoLAB	TiempoCUIDADO	DIASEMANA
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	2700	5
F	16_34	3	DescansoSITRAB	21600	0	6
M	35_59	0	SinOcup	0	0	1
M	M60	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	13500	17100	5
F	M15	0	SinOcup	28800	0	2
M	35_59	0	SinOcup	0	4200	6
F	16_34	3	Normal	30000	0	5
M	16_34	0	SinOcup	13800	0	4
M	35_59	3	Otros	37200	6300	5
F	35_59	0	SinOcup	0	0	6
F	16_34	1	DescansoNOTRAB	0	9000	7
F	35_59	0	SinOcup	0	17100	3
F	M60	0	SinOcup	0	14100	5
F	M60	0	SinOcup	0	0	4
F	M60	0	SinOcup	0	0	7
M	35_59	2	Normal	29700	0	2
F	35_59	0	SinOcup	10800	0	3
F	M60	0	SinOcup	0	0	6
F	16_34	1	DescansoNOTRAB	0	0	6
M	35_59	3	Normal	25500	0	5
M	16_34	0	SinOcup	0	0	6
F	35_59	0	SinOcup	9000	15300	7
M	16_34	5	Normal	54000	0	1
F	M60	0	SinOcup	0	4800	5
M	35_59	1	DescansoNOTRAB	9000	7200	7
M	16_34	3	Normal	22500	0	5
F	M60	0	SinOcup	0	0	6
M	35_59	0	SinOcup	14400	0	6
M	M60	0	SinOcup	0	0	5
M	35_59	3	Normal	27000	3300	1
F	M60	0	SinOcup	0	0	6
F	16_34	3	Normal	28800	1800	3
M	35_59	3	Normal	35400	0	5
M	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	23400	0	5
M	35_59	0	SinOcup	0	0	7
F	35_59	0	SinOcup	0	20400	5
F	35_59	3	DescansoNOTRAB	26100	16200	7
F	16_34	1	Normal	32400	0	7
F	35_59	1	BajaEnf	0	3600	6
F	M15	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	5
F	16_34	0	SinOcup	0	10500	6
M	M60	0	SinOcup	0	0	3
F	35_59	3	Normal	24300	0	4
M	35_59	3	Normal	26400	0	5
M	35_59	3	Normal	28500	3600	6
F	35_59	0	SinOcup	0	17400	7
M	M60	0	SinOcup	0	0	7
F	35_59	3	Normal	11100	0	5
M	16_34	1	DescansoNOTRAB	21600	0	1
M	M60	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	1800	1
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	7
F	16_34	0	SinOcup	0	0	7
M	35_59	0	SinOcup	0	0	3
M	M60	1	Festivo	0	0	5
M	35_59	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	0	SinOcup	42600	0	5
F	M60	3	Normal	20400	0	5
F	16_34	5	Normal	14400	0	6
M	35_59	3	MediaJ	33600	0	6
M	M60	0	SinOcup	0	0	7
F	35_59	3	Normal	22500	0	1
M	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	27600	900	5
F	M60	3	Normal	31800	0	5
F	16_34	3	DescansoSITRAB	28800	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	32400	0	6
F	M60	1	DescansoNOTRAB	0	9600	6
F	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	3	Normal	42000	0	5
F	16_34	0	SinOcup	35100	0	7
M	35_59	1	DescansoNOTRAB	0	0	7
M	M15	0	SinOcup	0	2400	6
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	3600	9900	2
F	M60	0	SinOcup	0	0	6
M	35_59	4	Normal	28800	0	5
F	M60	0	SinOcup	0	18000	5
M	35_59	3	Normal	24000	1800	3
M	35_59	3	Normal	27900	0	6
M	M15	0	SinOcup	17100	0	5
F	16_34	0	SinOcup	28800	0	1
M	M60	0	SinOcup	0	6300	4
M	M60	0	SinOcup	7800	0	5
F	35_59	0	SinOcup	0	1800	6
F	M15	0	SinOcup	0	0	6
M	M60	3	Normal	17100	0	7
M	35_59	3	Normal	22500	0	7
F	35_59	1	Festivo	0	0	2
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	17400	0	5
F	35_59	0	SinOcup	0	0	6
M	35_59	3	Normal	28800	0	5
M	M60	0	SinOcup	0	0	4
M	16_34	0	SinOcup	0	0	7
M	35_59	0	SinOcup	36000	0	6
F	M15	0	SinOcup	15300	0	7
F	35_59	3	Normal	19800	0	7
M	M60	2	MediaJ	7200	0	6
M	35_59	0	SinOcup	10800	2400	6
M	16_34	0	SinOcup	0	0	3
F	16_34	1	Otros	0	12300	5
F	M60	0	SinOcup	0	0	3
F	M60	0	SinOcup	3600	0	5
F	16_34	3	DescansoSITRAB	22500	21600	6
M	M60	0	SinOcup	0	0	1
F	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	1500	900	6
F	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	28800	0	5
M	M60	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	2
M	16_34	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	5
M	M60	0	SinOcup	0	0	7
F	16_34	1	DescansoNOTRAB	0	0	6
M	35_59	3	Normal	28800	0	5
F	35_59	0	SinOcup	0	0	7
F	35_59	2	Normal	8400	0	3
M	M60	3	MediaJ	18000	0	1
M	35_59	4	Normal	29100	0	4
F	M60	0	SinOcup	0	0	6
M	M60	3	DescansoSITRAB	22500	0	6
F	35_59	0	SinOcup	0	0	5
M	M15	0	SinOcup	0	0	6
F	35_59	3	Normal	30600	4800	3
M	M15	0	SinOcup	30300	0	7
F	16_34	0	SinOcup	25800	0	2
F	16_34	0	SinOcup	24600	0	5
M	M60	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	7
F	35_59	3	Normal	31500	0	5
F	M60	0	SinOcup	0	0	6
F	35_59	0	SinOcup	0	0	6
M	16_34	0	SinOcup	0	0	4
F	M60	0	SinOcup	0	0	4
M	35_59	1	DescansoNOTRAB	0	0	6
M	M60	0	SinOcup	0	0	6
F	16_34	1	DescansoNOTRAB	0	4500	7
M	35_59	3	Normal	36000	0	6
F	35_59	3	Normal	22500	0	6
F	35_59	3	Normal	26700	0	5
F	M15	0	SinOcup	10200	0	6
M	M60	0	SinOcup	0	0	7
F	35_59	3	Normal	31200	0	4
M	35_59	0	SinOcup	0	1200	1
F	35_59	0	SinOcup	0	0	5
M	35_59	3	Normal	26400	0	5
M	M60	0	SinOcup	0	0	2
F	35_59	3	DescansoSITRAB	29400	16500	7
M	16_34	0	SinOcup	0	0	6
F	35_59	3	Normal	39600	0	6
F	16_34	2	Normal	18300	0	3
F	M60	0	SinOcup	0	900	6
M	35_59	3	Normal	18900	2700	5
F	35_59	1	DescansoNOTRAB	0	9300	6
F	M60	0	SinOcup	0	0	7
F	35_59	3	Normal	25200	0	4
M	35_59	1	BajaEnf	0	6000	6
M	35_59	3	Normal	25200	0	1
F	35_59	3	DescansoSITRAB	30900	0	7
F	16_34	0	SinOcup	9300	1800	7
M	35_59	3	Normal	47100	600	7
M	35_59	1	DescansoNOTRAB	0	0	7
M	16_34	0	SinOcup	0	0	1
F	35_59	1	DescansoNOTRAB	0	6300	7
F	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	0	SinOcup	0	0	5
F	35_59	3	Normal	26100	0	5
F	35_59	3	Normal	16200	6300	4
F	M60	0	SinOcup	0	0	5
M	35_59	0	SinOcup	0	15300	6
F	16_34	1	DescansoNOTRAB	0	2700	6
M	35_59	3	Normal	22500	0	5
M	M60	0	SinOcup	0	0	7
M	16_34	0	SinOcup	9600	0	5
F	35_59	1	DescansoNOTRAB	0	10800	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	7
M	M15	0	SinOcup	0	0	6
M	M60	1	DescansoNOTRAB	0	0	7
F	16_34	4	Normal	19800	5700	5
F	35_59	3	Normal	33300	0	1
M	35_59	3	Normal	27900	0	5
F	M15	0	SinOcup	0	3600	7
M	M60	0	SinOcup	3600	0	3
F	35_59	3	DescansoSITRAB	14400	0	6
F	M60	0	SinOcup	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	2	Normal	40500	0	3
M	16_34	3	Normal	36600	0	5
M	16_34	1	DescansoNOTRAB	0	0	6
M	M60	0	SinOcup	0	900	4
F	M15	0	SinOcup	0	0	5
F	16_34	0	SinOcup	0	0	6
M	35_59	3	Normal	25200	0	5
F	35_59	1	Normal	31800	0	1
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	9900	5
M	M15	0	SinOcup	0	0	2
F	M60	0	SinOcup	0	0	2
F	35_59	1	DescansoNOTRAB	0	3600	7
F	35_59	3	Normal	26700	9900	5
M	M60	0	SinOcup	0	0	5
F	16_34	3	Normal	20700	0	1
M	M60	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	6
F	M60	1	Otros	0	0	7
F	16_34	0	SinOcup	0	4500	6
M	35_59	3	Normal	30600	0	5
M	M60	0	SinOcup	0	0	4
M	16_34	0	SinOcup	0	0	6
M	35_59	1	DescansoNOTRAB	0	5400	7
M	M15	0	SinOcup	4800	0	5
F	35_59	1	DescansoNOTRAB	0	14400	6
F	35_59	3	Normal	39600	0	2
F	16_34	3	DescansoSITRAB	27900	0	7
M	M60	3	Normal	40800	0	5
M	35_59	3	Normal	30600	9000	3
M	M60	0	SinOcup	0	0	6
M	35_59	3	Normal	27900	3600	5
M	35_59	3	Normal	68400	0	4
F	35_59	3	Normal	23400	0	5
M	16_34	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	3
M	M60	0	SinOcup	0	0	7
F	35_59	0	SinOcup	0	0	6
F	M15	0	SinOcup	33300	0	1
M	35_59	1	DescansoNOTRAB	0	6300	7
M	35_59	0	SinOcup	0	0	6
F	16_34	3	Normal	25200	0	5
F	M60	0	SinOcup	0	11700	3
M	M60	1	DescansoNOTRAB	0	0	1
F	16_34	0	SinOcup	28800	0	2
M	M60	0	SinOcup	0	0	5
M	16_34	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	5
F	M15	0	SinOcup	5100	0	7
F	M60	0	SinOcup	0	3600	7
M	M15	0	SinOcup	24900	10800	5
M	35_59	3	DescansoSITRAB	11400	0	6
F	M60	0	SinOcup	0	0	6
F	16_34	2	Otros	0	3000	5
M	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	25800	0	1
M	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	6
M	16_34	0	SinOcup	0	0	7
M	35_59	4	DescansoSITRAB	20700	0	6
F	M60	0	SinOcup	0	0	7
F	16_34	1	Festivo	0	0	2
F	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	4
M	35_59	3	Normal	28800	0	5
F	16_34	4	Normal	6600	0	3
M	35_59	3	Normal	28200	11700	1
F	M15	0	SinOcup	10800	0	7
M	M60	0	SinOcup	0	0	5
M	M60	0	SinOcup	0	0	6
M	35_59	3	Normal	30600	0	7
M	35_59	3	Normal	31500	0	2
F	35_59	3	Normal	34200	0	5
M	35_59	1	DescansoNOTRAB	0	10800	6
F	M60	0	SinOcup	0	1800	5
F	35_59	1	Festivo	0	0	6
F	M60	0	SinOcup	0	0	6
F	35_59	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	4
M	35_59	3	Normal	41400	0	5
M	35_59	0	SinOcup	0	3900	2
F	M60	0	SinOcup	0	0	7
M	35_59	0	SinOcup	7500	0	5
F	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	3	MediaJ	16500	3900	6
M	35_59	3	Normal	27000	7500	7
M	M60	0	SinOcup	0	0	7
F	M15	0	SinOcup	27600	0	5
M	M60	0	SinOcup	0	0	3
F	35_59	1	Festivo	30600	0	5
M	16_34	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	3000	1
F	35_59	3	Normal	27900	4500	7
M	35_59	0	SinOcup	0	11400	2
M	35_59	5	Normal	13800	0	3
M	35_59	0	SinOcup	0	0	6
F	16_34	0	SinOcup	0	0	7
M	35_59	3	MediaJ	19500	0	5
M	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	6
F	16_34	3	Normal	14400	0	5
F	M15	0	SinOcup	42900	0	4
F	35_59	3	Normal	27900	0	1
M	M60	1	DescansoNOTRAB	0	0	6
M	M60	3	Normal	28800	0	3
F	35_59	3	Normal	21600	4800	5
M	M60	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	6
M	16_34	0	SinOcup	0	0	7
M	35_59	3	Normal	30600	0	5
F	35_59	0	SinOcup	0	0	1
F	35_59	1	DescansoNOTRAB	0	0	7
F	M15	0	SinOcup	6000	0	7
M	M60	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	5
M	M60	0	SinOcup	0	0	6
F	16_34	3	Normal	29700	0	1
F	M60	0	SinOcup	0	0	5
F	35_59	4	Normal	18900	0	6
M	35_59	5	DescansoSITRAB	21600	0	6
F	35_59	3	Normal	21600	16200	5
M	16_34	0	SinOcup	21600	0	5
M	35_59	3	Normal	28800	0	5
F	16_34	0	SinOcup	29700	0	7
F	35_59	3	Normal	29400	0	2
M	M60	0	SinOcup	0	0	4
F	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	31800	0	3
M	M15	0	SinOcup	26100	0	2
M	35_59	3	DescansoSITRAB	24000	0	6
M	35_59	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	6
M	16_34	0	SinOcup	18300	0	3
M	M60	0	SinOcup	0	6900	5
F	16_34	0	SinOcup	10800	0	1
F	M15	0	SinOcup	3600	0	7
M	35_59	3	Normal	30600	4500	7
M	16_34	3	Normal	33300	0	5
F	16_34	0	SinOcup	0	10800	5
M	M15	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	7200	0	6
M	16_34	0	SinOcup	0	0	7
F	35_59	5	Normal	23700	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
M	16_34	0	SinOcup	0	0	3
F	35_59	3	DescansoSITRAB	23400	4200	7
M	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	7
F	35_59	3	Normal	22500	0	5
M	35_59	3	Normal	32400	0	4
F	M60	0	SinOcup	0	0	3
M	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	6
M	M60	3	Normal	33300	0	5
F	M60	0	SinOcup	0	1800	5
F	M15	0	SinOcup	11400	1800	1
F	35_59	3	Otros	26700	0	2
F	M60	0	SinOcup	2700	0	7
F	16_34	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	30000	0	4
F	35_59	1	Festivo	0	300	6
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	5
M	16_34	1	DescansoNOTRAB	0	0	6
M	35_59	3	Normal	29100	3000	5
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	25200	0	2
F	16_34	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	1200	1
F	35_59	0	SinOcup	0	11400	5
M	35_59	3	Normal	51000	0	6
F	16_34	3	Normal	24900	0	6
M	M60	0	SinOcup	0	0	1
F	M60	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	3600	5
F	35_59	1	DescansoNOTRAB	0	900	7
F	M60	0	SinOcup	0	0	5
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	7200	4
M	16_34	3	Normal	32700	0	4
M	M60	0	SinOcup	0	0	6
F	16_34	2	MediaJ	24600	0	5
M	M60	1	DescansoNOTRAB	0	0	7
F	35_59	1	DescansoNOTRAB	12600	0	6
F	35_59	0	SinOcup	0	8400	5
M	35_59	3	Normal	25800	0	5
F	35_59	3	Normal	19800	16200	3
M	35_59	0	SinOcup	0	19800	7
F	16_34	0	SinOcup	19800	0	6
F	M60	0	SinOcup	0	0	7
M	35_59	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
M	16_34	3	Normal	18000	0	6
M	M60	0	SinOcup	0	0	7
F	16_34	3	Normal	21600	0	7
F	35_59	1	Otros	0	14400	5
M	M60	0	SinOcup	0	0	2
F	35_59	1	DescansoNOTRAB	1500	8400	6
M	35_59	3	Normal	22500	0	1
F	M60	0	SinOcup	0	0	1
M	35_59	4	Normal	28800	6300	5
F	35_59	3	Normal	34800	0	5
M	M15	0	SinOcup	16200	0	1
M	M60	0	SinOcup	0	0	3
F	16_34	0	SinOcup	0	0	6
F	35_59	3	Normal	31500	2400	4
F	M60	0	SinOcup	0	0	7
M	35_59	0	SinOcup	0	0	7
M	35_59	0	SinOcup	0	8100	7
F	16_34	1	DescansoNOTRAB	0	0	7
F	35_59	5	Normal	29400	0	6
M	35_59	3	Normal	29100	0	2
F	M15	0	SinOcup	19800	0	5
M	M15	0	SinOcup	27000	0	5
M	16_34	0	SinOcup	22200	0	6
F	M60	0	SinOcup	0	0	1
F	16_34	0	SinOcup	18000	0	6
F	35_59	1	DescansoNOTRAB	0	47400	4
M	35_59	0	SinOcup	9000	0	5
M	35_59	0	SinOcup	12600	0	7
F	35_59	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	6
M	35_59	3	Normal	32400	0	3
M	35_59	5	Normal	32100	12600	2
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	5
F	16_34	3	Normal	25200	0	5
F	35_59	1	BajaEnf	0	0	6
M	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	32700	900	1
M	35_59	2	Normal	40200	0	7
M	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	25800	0	5
M	35_59	3	MediaJ	24300	0	6
M	16_34	5	Normal	28800	0	2
F	M60	0	SinOcup	0	0	7
F	M15	0	SinOcup	23400	0	4
F	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	33600	2400	5
M	M15	0	SinOcup	0	0	7
M	35_59	3	Normal	32400	0	3
F	M60	0	SinOcup	0	0	2
F	16_34	1	DescansoNOTRAB	0	2700	7
M	35_59	1	DescansoNOTRAB	0	11700	6
F	16_34	3	Normal	33600	0	5
F	M60	0	SinOcup	0	0	2
M	M60	0	SinOcup	0	0	7
F	16_34	1	DescansoNOTRAB	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	3	Normal	34800	300	1
F	16_34	0	SinOcup	41700	0	4
F	35_59	0	SinOcup	0	300	5
M	M15	0	SinOcup	21600	0	5
F	M60	1	DescansoNOTRAB	0	0	6
M	35_59	1	BajaEnf	0	0	3
F	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	7
M	35_59	2	Otros	0	10800	5
F	M60	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	1800	6
M	35_59	1	DescansoNOTRAB	0	1800	6
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	3000	7
M	16_34	1	DescansoNOTRAB	0	0	7
F	35_59	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	7
M	16_34	4	Normal	32400	0	3
F	16_34	0	SinOcup	0	12000	5
F	35_59	0	SinOcup	0	0	2
F	M60	0	SinOcup	0	0	6
M	35_59	3	Normal	14700	0	4
M	M15	0	SinOcup	0	600	6
M	35_59	0	SinOcup	34500	0	7
M	16_34	1	Otros	0	32400	5
F	M15	0	SinOcup	24300	5100	1
F	35_59	0	SinOcup	0	0	5
M	35_59	3	Normal	30600	7800	4
F	M60	0	SinOcup	35100	0	7
F	M60	0	SinOcup	7200	0	3
F	35_59	3	Normal	18000	12000	5
F	35_59	0	SinOcup	0	0	6
M	16_34	0	SinOcup	40200	0	6
F	35_59	3	Normal	24300	0	2
F	M60	4	Normal	27900	0	6
M	M60	0	SinOcup	0	0	7
M	M15	0	SinOcup	3600	0	3
M	16_34	0	SinOcup	26100	0	5
F	M60	0	SinOcup	0	4800	3
M	35_59	3	Normal	28200	0	5
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	6
M	35_59	0	SinOcup	0	18300	4
M	M15	0	SinOcup	21600	0	5
F	16_34	4	Normal	28200	2400	5
M	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	6000	0	1
M	M60	0	SinOcup	0	0	5
F	M15	0	SinOcup	5400	0	6
M	35_59	1	DescansoNOTRAB	0	23400	6
F	16_34	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	0	SinOcup	0	0	6
F	16_34	3	Normal	21000	0	2
F	M60	3	DescansoSITRAB	42600	0	7
F	35_59	1	DescansoNOTRAB	0	29700	6
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	7
M	16_34	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	41400	0	1
F	16_34	0	SinOcup	5400	0	2
M	35_59	1	DescansoNOTRAB	0	0	6
F	16_34	0	SinOcup	19800	0	5
M	16_34	3	Normal	31500	11100	5
M	M60	0	SinOcup	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	1	DescansoNOTRAB	19800	0	7
F	35_59	3	Normal	29700	0	3
M	35_59	4	Normal	29700	0	1
F	16_34	3	DescansoSITRAB	10500	0	6
M	35_59	3	Normal	28800	0	5
M	M60	0	SinOcup	0	0	7
F	M15	0	SinOcup	14400	0	5
M	M60	0	SinOcup	0	0	2
F	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	11100	4
M	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	5	Normal	30300	0	5
M	16_34	0	SinOcup	0	0	5
F	M60	1	DescansoNOTRAB	0	0	7
F	35_59	0	SinOcup	0	0	6
M	M60	3	Normal	28800	0	2
M	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	1
M	M60	0	SinOcup	0	0	6
F	M15	0	SinOcup	0	0	7
F	16_34	3	Normal	32400	1800	3
M	16_34	1	Otros	0	8400	1
F	35_59	1	Normal	23400	6300	5
F	35_59	1	DescansoNOTRAB	0	2700	6
F	35_59	0	SinOcup	0	3600	4
F	35_59	1	DescansoNOTRAB	0	0	7
M	16_34	1	DescansoNOTRAB	0	0	5
F	M60	0	SinOcup	0	0	6
M	35_59	1	DescansoNOTRAB	0	14700	7
F	35_59	1	DescansoNOTRAB	0	15600	6
M	M15	0	SinOcup	24600	0	5
M	35_59	3	Normal	27000	0	5
M	35_59	3	Normal	28500	12000	5
F	35_59	0	SinOcup	0	6600	4
F	35_59	0	SinOcup	0	0	7
M	16_34	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	5
M	16_34	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	9900	0	1
F	35_59	3	Normal	24600	7200	5
M	35_59	3	Normal	36900	0	3
F	M60	1	DescansoNOTRAB	0	0	6
M	35_59	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	39600	0	5
M	M60	0	SinOcup	0	0	6
M	35_59	3	Normal	7200	0	5
F	35_59	0	SinOcup	0	38100	5
F	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	2
F	35_59	1	DescansoNOTRAB	0	0	1
F	35_59	1	DescansoNOTRAB	3600	1800	7
M	35_59	0	SinOcup	0	3900	3
M	35_59	1	DescansoNOTRAB	0	0	6
F	16_34	1	DescansoNOTRAB	0	0	6
F	16_34	0	SinOcup	31200	0	5
M	M15	0	SinOcup	0	0	7
M	35_59	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	6
M	35_59	2	DescansoSITRAB	3600	0	7
M	M60	3	Normal	25200	0	5
F	M60	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	0	5700	6
F	35_59	3	Normal	21600	5100	5
M	M60	0	SinOcup	0	2700	4
F	M60	0	SinOcup	0	3600	5
M	35_59	0	SinOcup	28800	0	3
M	M60	0	SinOcup	0	0	5
M	M15	0	SinOcup	1800	0	6
F	16_34	0	SinOcup	7200	0	6
M	M60	0	SinOcup	0	0	6
M	M60	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	9900	2
F	16_34	0	SinOcup	0	33600	1
F	35_59	4	Normal	12300	9600	1
M	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	3
F	16_34	0	SinOcup	20700	0	1
F	35_59	0	SinOcup	0	9300	7
M	M15	0	SinOcup	25200	0	3
M	16_34	0	SinOcup	10500	16200	5
F	M60	0	SinOcup	0	6300	7
F	35_59	1	DescansoNOTRAB	0	9000	6
M	35_59	3	Normal	42600	0	4
M	35_59	3	Normal	27900	0	5
M	M15	0	SinOcup	0	0	7
M	16_34	0	SinOcup	5400	0	6
M	M60	0	SinOcup	0	0	1
F	16_34	3	Normal	24900	0	7
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	18900	3
F	M60	0	SinOcup	0	0	5
M	16_34	5	DescansoSITRAB	7800	9000	7
F	35_59	3	Normal	34200	0	5
F	35_59	3	Normal	18000	0	2
F	16_34	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	6
M	16_34	1	DescansoNOTRAB	0	0	6
M	M60	0	SinOcup	0	0	5
M	16_34	3	Normal	29400	0	5
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	4
M	16_34	3	Normal	35100	0	4
F	16_34	0	SinOcup	35700	0	5
F	M60	3	Normal	21600	0	3
M	35_59	3	Normal	18000	0	1
F	M60	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	6
F	M15	0	SinOcup	7200	0	7
F	16_34	0	SinOcup	0	0	2
M	35_59	3	MediaJ	17100	0	5
M	16_34	1	DescansoNOTRAB	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	12600	6
F	35_59	3	Normal	28800	1800	5
M	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
F	35_59	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	7200	5
M	M60	3	Normal	9900	0	1
F	35_59	1	DescansoNOTRAB	0	15300	3
F	16_34	3	DescansoNOTRAB	26700	18600	6
F	35_59	0	SinOcup	0	900	4
M	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	7
M	35_59	1	DescansoNOTRAB	0	6300	7
F	M60	0	SinOcup	0	0	1
M	35_59	3	Normal	40800	0	2
F	M15	0	SinOcup	20100	0	5
F	16_34	1	DescansoNOTRAB	10200	0	6
M	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	6
M	16_34	0	SinOcup	0	0	1
M	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	27000	0	5
F	35_59	0	SinOcup	0	4800	5
F	M15	0	SinOcup	22800	0	3
M	16_34	0	SinOcup	0	0	7
M	35_59	3	MediaJ	20700	0	3
M	M60	0	SinOcup	0	11700	5
F	M60	0	SinOcup	0	0	6
F	16_34	0	SinOcup	0	0	7
M	16_34	0	SinOcup	0	0	6
